shat:   0.78  q:   1.40  eps:   0.19  ikxspace:    6
 imod, kxrh(ix), ix, ixplus(imod,ix), ixminus(imod,ix)
     1 -1.675066    63    63    63
     1 -1.647606    64    64    64
     1 -1.620146    65    65    65
     1 -1.592686    66    66    66
     1 -1.565226    67    67    67
     1 -1.537765    68    68    68
     1 -1.510305    69    69    69
     1 -1.482845    70    70    70
     1 -1.455385    71    71    71
     1 -1.427925    72    72    72
     1 -1.400465    73    73    73
     1 -1.373005    74    74    74
     1 -1.345545    75    75    75
     1 -1.318085    76    76    76
     1 -1.290625    77    77    77
     1 -1.263165    78    78    78
     1 -1.235704    79    79    79
     1 -1.208244    80    80    80
     1 -1.180784    81    81    81
     1 -1.153324    82    82    82
     1 -1.125864    83    83    83
     1 -1.098404    84    84    84
     1 -1.070944    85    85    85
     1 -1.043484    86    86    86
     1 -1.016024    87    87    87
     1 -0.988564    88    88    88
     1 -0.961103    89    89    89
     1 -0.933643    90    90    90
     1 -0.906183    91    91    91
     1 -0.878723    92    92    92
     1 -0.851263    93    93    93
     1 -0.823803    94    94    94
     1 -0.796343    95    95    95
     1 -0.768883    96    96    96
     1 -0.741423    97    97    97
     1 -0.713963    98    98    98
     1 -0.686502    99    99    99
     1 -0.659042   100   100   100
     1 -0.631582   101   101   101
     1 -0.604122   102   102   102
     1 -0.576662   103   103   103
     1 -0.549202   104   104   104
     1 -0.521742   105   105   105
     1 -0.494282   106   106   106
     1 -0.466822   107   107   107
     1 -0.439362   108   108   108
     1 -0.411901   109   109   109
     1 -0.384441   110   110   110
     1 -0.356981   111   111   111
     1 -0.329521   112   112   112
     1 -0.302061   113   113   113
     1 -0.274601   114   114   114
     1 -0.247141   115   115   115
     1 -0.219681   116   116   116
     1 -0.192221   117   117   117
     1 -0.164761   118   118   118
     1 -0.137300   119   119   119
     1 -0.109840   120   120   120
     1 -0.082380   121   121   121
     1 -0.054920   122   122   122
     1 -0.027460   123   123   123
     1  0.000000   124   124   124
     1  0.027460   125   125   125
     1  0.054920   126   126   126
     1  0.082380   127   127   127
     1  0.109840   128   128   128
     1  0.137300   129   129   129
     1  0.164761   130   130   130
     1  0.192221   131   131   131
     1  0.219681   132   132   132
     1  0.247141   133   133   133
     1  0.274601   134   134   134
     1  0.302061   135   135   135
     1  0.329521   136   136   136
     1  0.356981   137   137   137
     1  0.384441   138   138   138
     1  0.411901   139   139   139
     1  0.439362   140   140   140
     1  0.466822   141   141   141
     1  0.494282   142   142   142
     1  0.521742   143   143   143
     1  0.549202   144   144   144
     1  0.576662   145   145   145
     1  0.604122   146   146   146
     1  0.631582   147   147   147
     1  0.659042   148   148   148
     1  0.686502   149   149   149
     1  0.713963   150   150   150
     1  0.741423   151   151   151
     1  0.768883   152   152   152
     1  0.796343   153   153   153
     1  0.823803   154   154   154
     1  0.851263   155   155   155
     1  0.878723   156   156   156
     1  0.906183   157   157   157
     1  0.933643   158   158   158
     1  0.961103   159   159   159
     1  0.988564   160   160   160
     1  1.016024   161   161   161
     1  1.043484   162   162   162
     1  1.070944   163   163   163
     1  1.098404   164   164   164
     1  1.125864   165   165   165
     1  1.153324   166   166   166
     1  1.180784   167   167   167
     1  1.208244   168   168   168
     1  1.235704   169   169   169
     1  1.263165   170   170   170
     1  1.290625   171   171   171
     1  1.318085   172   172   172
     1  1.345545   173   173   173
     1  1.373005   174   174   174
     1  1.400465   175   175   175
     1  1.427925   176   176   176
     1  1.455385   177   177   177
     1  1.482845   178   178   178
     1  1.510305   179   179   179
     1  1.537765   180   180   180
     1  1.565226   181   181   181
     1  1.592686   182   182   182
     1  1.620146   183   183   183
     1  1.647606   184   184   184
     1  1.675066   185   185   185
     1  1.702526   186   186   186
     1  1.729986   187   187   187
     1  1.757446   188   188   188
     1  1.784906   189   189   189
     1  1.812366   190   190   190
     1  1.839827   191   191   191
     1  1.867287   192   192   192
     1  1.894747   193   193   193
     1  1.922207   194   194   194
     1  1.949667   195   195   195
     1  1.977127   196   196   196
     1  2.004587   197   197   197
     1  2.032047   198   198   198
     1  2.059507   199   199   199
     1  2.086967   200   200   200
     1  2.114428   201   201   201
     1  2.141888   202   202   202
     1  2.169348   203   203   203
     1  2.196808   204   204   204
     1  2.224268   205   205   205
     1  2.251728   206   206   206
     1  2.279188   207   207   207
     1  2.306648   208   208   208
     1  2.334108   209   209   209
     1  2.361568   210   210   210
     1  2.389029   211   211   211
     1  2.416489   212   212   212
     1  2.443949   213   213   213
     1  2.471409   214   214   214
     1  2.498869   215   215   215
     1  2.526329   216   216   216
     1  2.553789   217   217   217
     1  2.581249   218   218   218
     1  2.608709   219   219   219
     1  2.636169   220   220   220
     1  2.663629   221   221   221
     1  2.691090   222   222   222
     1  2.718550   223   223   223
     1  2.746010   224   224   224
     1  2.773470   225   225   225
     1  2.800930   226   226   226
     1  2.828390   227   227   227
     1  2.855850   228   228   228
     1  2.883310   229   229   229
     1  2.910770   230   230   230
     1  2.938230   231   231   231
     1  2.965691   232   232   232
     1  2.993151   233   233   233
     1  3.020611   234   234   234
     1  3.048071   235   235   235
     1  3.075531   236   236   236
     1  3.102991   237   237   237
     1  3.130451   238   238   238
     1  3.157911   239   239   239
     1  3.185371   240   240   240
     1  3.212831   241   241   241
     1  3.240292   242   242   242
     1  3.267752   243   243   243
     1  3.295212   244   244   244
     1  3.322672   245   245   245
     1  3.350132   246   246   246
     1  3.377592   247   247   247
     2 -3.377592     1     7     0
     2 -3.350132     2     8     0
     2 -3.322672     3     9     0
     2 -3.295212     4    10     0
     2 -3.267752     5    11     0
     2 -3.240292     6    12     0
     2 -3.212831     7    13     1
     2 -3.185371     8    14     2
     2 -3.157911     9    15     3
     2 -3.130451    10    16     4
     2 -3.102991    11    17     5
     2 -3.075531    12    18     6
     2 -3.048071    13    19     7
     2 -3.020611    14    20     8
     2 -2.993151    15    21     9
     2 -2.965691    16    22    10
     2 -2.938230    17    23    11
     2 -2.910770    18    24    12
     2 -2.883310    19    25    13
     2 -2.855850    20    26    14
     2 -2.828390    21    27    15
     2 -2.800930    22    28    16
     2 -2.773470    23    29    17
     2 -2.746010    24    30    18
     2 -2.718550    25    31    19
     2 -2.691090    26    32    20
     2 -2.663629    27    33    21
     2 -2.636169    28    34    22
     2 -2.608709    29    35    23
     2 -2.581249    30    36    24
     2 -2.553789    31    37    25
     2 -2.526329    32    38    26
     2 -2.498869    33    39    27
     2 -2.471409    34    40    28
     2 -2.443949    35    41    29
     2 -2.416489    36    42    30
     2 -2.389029    37    43    31
     2 -2.361568    38    44    32
     2 -2.334108    39    45    33
     2 -2.306648    40    46    34
     2 -2.279188    41    47    35
     2 -2.251728    42    48    36
     2 -2.224268    43    49    37
     2 -2.196808    44    50    38
     2 -2.169348    45    51    39
     2 -2.141888    46    52    40
     2 -2.114428    47    53    41
     2 -2.086967    48    54    42
     2 -2.059507    49    55    43
     2 -2.032047    50    56    44
     2 -2.004587    51    57    45
     2 -1.977127    52    58    46
     2 -1.949667    53    59    47
     2 -1.922207    54    60    48
     2 -1.894747    55    61    49
     2 -1.867287    56    62    50
     2 -1.839827    57    63    51
     2 -1.812366    58    64    52
     2 -1.784906    59    65    53
     2 -1.757446    60    66    54
     2 -1.729986    61    67    55
     2 -1.702526    62    68    56
     2 -1.675066    63    69    57
     2 -1.647606    64    70    58
     2 -1.620146    65    71    59
     2 -1.592686    66    72    60
     2 -1.565226    67    73    61
     2 -1.537765    68    74    62
     2 -1.510305    69    75    63
     2 -1.482845    70    76    64
     2 -1.455385    71    77    65
     2 -1.427925    72    78    66
     2 -1.400465    73    79    67
     2 -1.373005    74    80    68
     2 -1.345545    75    81    69
     2 -1.318085    76    82    70
     2 -1.290625    77    83    71
     2 -1.263165    78    84    72
     2 -1.235704    79    85    73
     2 -1.208244    80    86    74
     2 -1.180784    81    87    75
     2 -1.153324    82    88    76
     2 -1.125864    83    89    77
     2 -1.098404    84    90    78
     2 -1.070944    85    91    79
     2 -1.043484    86    92    80
     2 -1.016024    87    93    81
     2 -0.988564    88    94    82
     2 -0.961103    89    95    83
     2 -0.933643    90    96    84
     2 -0.906183    91    97    85
     2 -0.878723    92    98    86
     2 -0.851263    93    99    87
     2 -0.823803    94   100    88
     2 -0.796343    95   101    89
     2 -0.768883    96   102    90
     2 -0.741423    97   103    91
     2 -0.713963    98   104    92
     2 -0.686502    99   105    93
     2 -0.659042   100   106    94
     2 -0.631582   101   107    95
     2 -0.604122   102   108    96
     2 -0.576662   103   109    97
     2 -0.549202   104   110    98
     2 -0.521742   105   111    99
     2 -0.494282   106   112   100
     2 -0.466822   107   113   101
     2 -0.439362   108   114   102
     2 -0.411901   109   115   103
     2 -0.384441   110   116   104
     2 -0.356981   111   117   105
     2 -0.329521   112   118   106
     2 -0.302061   113   119   107
     2 -0.274601   114   120   108
     2 -0.247141   115   121   109
     2 -0.219681   116   122   110
     2 -0.192221   117   123   111
     2 -0.164761   118   124   112
     2 -0.137300   119   125   113
     2 -0.109840   120   126   114
     2 -0.082380   121   127   115
     2 -0.054920   122   128   116
     2 -0.027460   123   129   117
     2  0.000000   124   130   118
     2  0.027460   125   131   119
     2  0.054920   126   132   120
     2  0.082380   127   133   121
     2  0.109840   128   134   122
     2  0.137300   129   135   123
     2  0.164761   130   136   124
     2  0.192221   131   137   125
     2  0.219681   132   138   126
     2  0.247141   133   139   127
     2  0.274601   134   140   128
     2  0.302061   135   141   129
     2  0.329521   136   142   130
     2  0.356981   137   143   131
     2  0.384441   138   144   132
     2  0.411901   139   145   133
     2  0.439362   140   146   134
     2  0.466822   141   147   135
     2  0.494282   142   148   136
     2  0.521742   143   149   137
     2  0.549202   144   150   138
     2  0.576662   145   151   139
     2  0.604122   146   152   140
     2  0.631582   147   153   141
     2  0.659042   148   154   142
     2  0.686502   149   155   143
     2  0.713963   150   156   144
     2  0.741423   151   157   145
     2  0.768883   152   158   146
     2  0.796343   153   159   147
     2  0.823803   154   160   148
     2  0.851263   155   161   149
     2  0.878723   156   162   150
     2  0.906183   157   163   151
     2  0.933643   158   164   152
     2  0.961103   159   165   153
     2  0.988564   160   166   154
     2  1.016024   161   167   155
     2  1.043484   162   168   156
     2  1.070944   163   169   157
     2  1.098404   164   170   158
     2  1.125864   165   171   159
     2  1.153324   166   172   160
     2  1.180784   167   173   161
     2  1.208244   168   174   162
     2  1.235704   169   175   163
     2  1.263165   170   176   164
     2  1.290625   171   177   165
     2  1.318085   172   178   166
     2  1.345545   173   179   167
     2  1.373005   174   180   168
     2  1.400465   175   181   169
     2  1.427925   176   182   170
     2  1.455385   177   183   171
     2  1.482845   178   184   172
     2  1.510305   179   185   173
     2  1.537765   180   186   174
     2  1.565226   181   187   175
     2  1.592686   182   188   176
     2  1.620146   183   189   177
     2  1.647606   184   190   178
     2  1.675066   185   191   179
     2  1.702526   186   192   180
     2  1.729986   187   193   181
     2  1.757446   188   194   182
     2  1.784906   189   195   183
     2  1.812366   190   196   184
     2  1.839827   191   197   185
     2  1.867287   192   198   186
     2  1.894747   193   199   187
     2  1.922207   194   200   188
     2  1.949667   195   201   189
     2  1.977127   196   202   190
     2  2.004587   197   203   191
     2  2.032047   198   204   192
     2  2.059507   199   205   193
     2  2.086967   200   206   194
     2  2.114428   201   207   195
     2  2.141888   202   208   196
     2  2.169348   203   209   197
     2  2.196808   204   210   198
     2  2.224268   205   211   199
     2  2.251728   206   212   200
     2  2.279188   207   213   201
     2  2.306648   208   214   202
     2  2.334108   209   215   203
     2  2.361568   210   216   204
     2  2.389029   211   217   205
     2  2.416489   212   218   206
     2  2.443949   213   219   207
     2  2.471409   214   220   208
     2  2.498869   215   221   209
     2  2.526329   216   222   210
     2  2.553789   217   223   211
     2  2.581249   218   224   212
     2  2.608709   219   225   213
     2  2.636169   220   226   214
     2  2.663629   221   227   215
     2  2.691090   222   228   216
     2  2.718550   223   229   217
     2  2.746010   224   230   218
     2  2.773470   225   231   219
     2  2.800930   226   232   220
     2  2.828390   227   233   221
     2  2.855850   228   234   222
     2  2.883310   229   235   223
     2  2.910770   230   236   224
     2  2.938230   231   237   225
     2  2.965691   232   238   226
     2  2.993151   233   239   227
     2  3.020611   234   240   228
     2  3.048071   235   241   229
     2  3.075531   236   242   230
     2  3.102991   237   243   231
     2  3.130451   238   244   232
     2  3.157911   239   245   233
     2  3.185371   240   246   234
     2  3.212831   241   247   235
     2  3.240292   242     0   236
     2  3.267752   243     0   237
     2  3.295212   244     0   238
     2  3.322672   245     0   239
     2  3.350132   246     0   240
     2  3.377592   247     0   241
     3 -3.377592     1    13     0
     3 -3.350132     2    14     0
     3 -3.322672     3    15     0
     3 -3.295212     4    16     0
     3 -3.267752     5    17     0
     3 -3.240292     6    18     0
     3 -3.212831     7    19     0
     3 -3.185371     8    20     0
     3 -3.157911     9    21     0
     3 -3.130451    10    22     0
     3 -3.102991    11    23     0
     3 -3.075531    12    24     0
     3 -3.048071    13    25     1
     3 -3.020611    14    26     2
     3 -2.993151    15    27     3
     3 -2.965691    16    28     4
     3 -2.938230    17    29     5
     3 -2.910770    18    30     6
     3 -2.883310    19    31     7
     3 -2.855850    20    32     8
     3 -2.828390    21    33     9
     3 -2.800930    22    34    10
     3 -2.773470    23    35    11
     3 -2.746010    24    36    12
     3 -2.718550    25    37    13
     3 -2.691090    26    38    14
     3 -2.663629    27    39    15
     3 -2.636169    28    40    16
     3 -2.608709    29    41    17
     3 -2.581249    30    42    18
     3 -2.553789    31    43    19
     3 -2.526329    32    44    20
     3 -2.498869    33    45    21
     3 -2.471409    34    46    22
     3 -2.443949    35    47    23
     3 -2.416489    36    48    24
     3 -2.389029    37    49    25
     3 -2.361568    38    50    26
     3 -2.334108    39    51    27
     3 -2.306648    40    52    28
     3 -2.279188    41    53    29
     3 -2.251728    42    54    30
     3 -2.224268    43    55    31
     3 -2.196808    44    56    32
     3 -2.169348    45    57    33
     3 -2.141888    46    58    34
     3 -2.114428    47    59    35
     3 -2.086967    48    60    36
     3 -2.059507    49    61    37
     3 -2.032047    50    62    38
     3 -2.004587    51    63    39
     3 -1.977127    52    64    40
     3 -1.949667    53    65    41
     3 -1.922207    54    66    42
     3 -1.894747    55    67    43
     3 -1.867287    56    68    44
     3 -1.839827    57    69    45
     3 -1.812366    58    70    46
     3 -1.784906    59    71    47
     3 -1.757446    60    72    48
     3 -1.729986    61    73    49
     3 -1.702526    62    74    50
     3 -1.675066    63    75    51
     3 -1.647606    64    76    52
     3 -1.620146    65    77    53
     3 -1.592686    66    78    54
     3 -1.565226    67    79    55
     3 -1.537765    68    80    56
     3 -1.510305    69    81    57
     3 -1.482845    70    82    58
     3 -1.455385    71    83    59
     3 -1.427925    72    84    60
     3 -1.400465    73    85    61
     3 -1.373005    74    86    62
     3 -1.345545    75    87    63
     3 -1.318085    76    88    64
     3 -1.290625    77    89    65
     3 -1.263165    78    90    66
     3 -1.235704    79    91    67
     3 -1.208244    80    92    68
     3 -1.180784    81    93    69
     3 -1.153324    82    94    70
     3 -1.125864    83    95    71
     3 -1.098404    84    96    72
     3 -1.070944    85    97    73
     3 -1.043484    86    98    74
     3 -1.016024    87    99    75
     3 -0.988564    88   100    76
     3 -0.961103    89   101    77
     3 -0.933643    90   102    78
     3 -0.906183    91   103    79
     3 -0.878723    92   104    80
     3 -0.851263    93   105    81
     3 -0.823803    94   106    82
     3 -0.796343    95   107    83
     3 -0.768883    96   108    84
     3 -0.741423    97   109    85
     3 -0.713963    98   110    86
     3 -0.686502    99   111    87
     3 -0.659042   100   112    88
     3 -0.631582   101   113    89
     3 -0.604122   102   114    90
     3 -0.576662   103   115    91
     3 -0.549202   104   116    92
     3 -0.521742   105   117    93
     3 -0.494282   106   118    94
     3 -0.466822   107   119    95
     3 -0.439362   108   120    96
     3 -0.411901   109   121    97
     3 -0.384441   110   122    98
     3 -0.356981   111   123    99
     3 -0.329521   112   124   100
     3 -0.302061   113   125   101
     3 -0.274601   114   126   102
     3 -0.247141   115   127   103
     3 -0.219681   116   128   104
     3 -0.192221   117   129   105
     3 -0.164761   118   130   106
     3 -0.137300   119   131   107
     3 -0.109840   120   132   108
     3 -0.082380   121   133   109
     3 -0.054920   122   134   110
     3 -0.027460   123   135   111
     3  0.000000   124   136   112
     3  0.027460   125   137   113
     3  0.054920   126   138   114
     3  0.082380   127   139   115
     3  0.109840   128   140   116
     3  0.137300   129   141   117
     3  0.164761   130   142   118
     3  0.192221   131   143   119
     3  0.219681   132   144   120
     3  0.247141   133   145   121
     3  0.274601   134   146   122
     3  0.302061   135   147   123
     3  0.329521   136   148   124
     3  0.356981   137   149   125
     3  0.384441   138   150   126
     3  0.411901   139   151   127
     3  0.439362   140   152   128
     3  0.466822   141   153   129
     3  0.494282   142   154   130
     3  0.521742   143   155   131
     3  0.549202   144   156   132
     3  0.576662   145   157   133
     3  0.604122   146   158   134
     3  0.631582   147   159   135
     3  0.659042   148   160   136
     3  0.686502   149   161   137
     3  0.713963   150   162   138
     3  0.741423   151   163   139
     3  0.768883   152   164   140
     3  0.796343   153   165   141
     3  0.823803   154   166   142
     3  0.851263   155   167   143
     3  0.878723   156   168   144
     3  0.906183   157   169   145
     3  0.933643   158   170   146
     3  0.961103   159   171   147
     3  0.988564   160   172   148
     3  1.016024   161   173   149
     3  1.043484   162   174   150
     3  1.070944   163   175   151
     3  1.098404   164   176   152
     3  1.125864   165   177   153
     3  1.153324   166   178   154
     3  1.180784   167   179   155
     3  1.208244   168   180   156
     3  1.235704   169   181   157
     3  1.263165   170   182   158
     3  1.290625   171   183   159
     3  1.318085   172   184   160
     3  1.345545   173   185   161
     3  1.373005   174   186   162
     3  1.400465   175   187   163
     3  1.427925   176   188   164
     3  1.455385   177   189   165
     3  1.482845   178   190   166
     3  1.510305   179   191   167
     3  1.537765   180   192   168
     3  1.565226   181   193   169
     3  1.592686   182   194   170
     3  1.620146   183   195   171
     3  1.647606   184   196   172
     3  1.675066   185   197   173
     3  1.702526   186   198   174
     3  1.729986   187   199   175
     3  1.757446   188   200   176
     3  1.784906   189   201   177
     3  1.812366   190   202   178
     3  1.839827   191   203   179
     3  1.867287   192   204   180
     3  1.894747   193   205   181
     3  1.922207   194   206   182
     3  1.949667   195   207   183
     3  1.977127   196   208   184
     3  2.004587   197   209   185
     3  2.032047   198   210   186
     3  2.059507   199   211   187
     3  2.086967   200   212   188
     3  2.114428   201   213   189
     3  2.141888   202   214   190
     3  2.169348   203   215   191
     3  2.196808   204   216   192
     3  2.224268   205   217   193
     3  2.251728   206   218   194
     3  2.279188   207   219   195
     3  2.306648   208   220   196
     3  2.334108   209   221   197
     3  2.361568   210   222   198
     3  2.389029   211   223   199
     3  2.416489   212   224   200
     3  2.443949   213   225   201
     3  2.471409   214   226   202
     3  2.498869   215   227   203
     3  2.526329   216   228   204
     3  2.553789   217   229   205
     3  2.581249   218   230   206
     3  2.608709   219   231   207
     3  2.636169   220   232   208
     3  2.663629   221   233   209
     3  2.691090   222   234   210
     3  2.718550   223   235   211
     3  2.746010   224   236   212
     3  2.773470   225   237   213
     3  2.800930   226   238   214
     3  2.828390   227   239   215
     3  2.855850   228   240   216
     3  2.883310   229   241   217
     3  2.910770   230   242   218
     3  2.938230   231   243   219
     3  2.965691   232   244   220
     3  2.993151   233   245   221
     3  3.020611   234   246   222
     3  3.048071   235   247   223
     3  3.075531   236     0   224
     3  3.102991   237     0   225
     3  3.130451   238     0   226
     3  3.157911   239     0   227
     3  3.185371   240     0   228
     3  3.212831   241     0   229
     3  3.240292   242     0   230
     3  3.267752   243     0   231
     3  3.295212   244     0   232
     3  3.322672   245     0   233
     3  3.350132   246     0   234
     3  3.377592   247     0   235
     4 -3.377592     1    19     0
     4 -3.350132     2    20     0
     4 -3.322672     3    21     0
     4 -3.295212     4    22     0
     4 -3.267752     5    23     0
     4 -3.240292     6    24     0
     4 -3.212831     7    25     0
     4 -3.185371     8    26     0
     4 -3.157911     9    27     0
     4 -3.130451    10    28     0
     4 -3.102991    11    29     0
     4 -3.075531    12    30     0
     4 -3.048071    13    31     0
     4 -3.020611    14    32     0
     4 -2.993151    15    33     0
     4 -2.965691    16    34     0
     4 -2.938230    17    35     0
     4 -2.910770    18    36     0
     4 -2.883310    19    37     1
     4 -2.855850    20    38     2
     4 -2.828390    21    39     3
     4 -2.800930    22    40     4
     4 -2.773470    23    41     5
     4 -2.746010    24    42     6
     4 -2.718550    25    43     7
     4 -2.691090    26    44     8
     4 -2.663629    27    45     9
     4 -2.636169    28    46    10
     4 -2.608709    29    47    11
     4 -2.581249    30    48    12
     4 -2.553789    31    49    13
     4 -2.526329    32    50    14
     4 -2.498869    33    51    15
     4 -2.471409    34    52    16
     4 -2.443949    35    53    17
     4 -2.416489    36    54    18
     4 -2.389029    37    55    19
     4 -2.361568    38    56    20
     4 -2.334108    39    57    21
     4 -2.306648    40    58    22
     4 -2.279188    41    59    23
     4 -2.251728    42    60    24
     4 -2.224268    43    61    25
     4 -2.196808    44    62    26
     4 -2.169348    45    63    27
     4 -2.141888    46    64    28
     4 -2.114428    47    65    29
     4 -2.086967    48    66    30
     4 -2.059507    49    67    31
     4 -2.032047    50    68    32
     4 -2.004587    51    69    33
     4 -1.977127    52    70    34
     4 -1.949667    53    71    35
     4 -1.922207    54    72    36
     4 -1.894747    55    73    37
     4 -1.867287    56    74    38
     4 -1.839827    57    75    39
     4 -1.812366    58    76    40
     4 -1.784906    59    77    41
     4 -1.757446    60    78    42
     4 -1.729986    61    79    43
     4 -1.702526    62    80    44
     4 -1.675066    63    81    45
     4 -1.647606    64    82    46
     4 -1.620146    65    83    47
     4 -1.592686    66    84    48
     4 -1.565226    67    85    49
     4 -1.537765    68    86    50
     4 -1.510305    69    87    51
     4 -1.482845    70    88    52
     4 -1.455385    71    89    53
     4 -1.427925    72    90    54
     4 -1.400465    73    91    55
     4 -1.373005    74    92    56
     4 -1.345545    75    93    57
     4 -1.318085    76    94    58
     4 -1.290625    77    95    59
     4 -1.263165    78    96    60
     4 -1.235704    79    97    61
     4 -1.208244    80    98    62
     4 -1.180784    81    99    63
     4 -1.153324    82   100    64
     4 -1.125864    83   101    65
     4 -1.098404    84   102    66
     4 -1.070944    85   103    67
     4 -1.043484    86   104    68
     4 -1.016024    87   105    69
     4 -0.988564    88   106    70
     4 -0.961103    89   107    71
     4 -0.933643    90   108    72
     4 -0.906183    91   109    73
     4 -0.878723    92   110    74
     4 -0.851263    93   111    75
     4 -0.823803    94   112    76
     4 -0.796343    95   113    77
     4 -0.768883    96   114    78
     4 -0.741423    97   115    79
     4 -0.713963    98   116    80
     4 -0.686502    99   117    81
     4 -0.659042   100   118    82
     4 -0.631582   101   119    83
     4 -0.604122   102   120    84
     4 -0.576662   103   121    85
     4 -0.549202   104   122    86
     4 -0.521742   105   123    87
     4 -0.494282   106   124    88
     4 -0.466822   107   125    89
     4 -0.439362   108   126    90
     4 -0.411901   109   127    91
     4 -0.384441   110   128    92
     4 -0.356981   111   129    93
     4 -0.329521   112   130    94
     4 -0.302061   113   131    95
     4 -0.274601   114   132    96
     4 -0.247141   115   133    97
     4 -0.219681   116   134    98
     4 -0.192221   117   135    99
     4 -0.164761   118   136   100
     4 -0.137300   119   137   101
     4 -0.109840   120   138   102
     4 -0.082380   121   139   103
     4 -0.054920   122   140   104
     4 -0.027460   123   141   105
     4  0.000000   124   142   106
     4  0.027460   125   143   107
     4  0.054920   126   144   108
     4  0.082380   127   145   109
     4  0.109840   128   146   110
     4  0.137300   129   147   111
     4  0.164761   130   148   112
     4  0.192221   131   149   113
     4  0.219681   132   150   114
     4  0.247141   133   151   115
     4  0.274601   134   152   116
     4  0.302061   135   153   117
     4  0.329521   136   154   118
     4  0.356981   137   155   119
     4  0.384441   138   156   120
     4  0.411901   139   157   121
     4  0.439362   140   158   122
     4  0.466822   141   159   123
     4  0.494282   142   160   124
     4  0.521742   143   161   125
     4  0.549202   144   162   126
     4  0.576662   145   163   127
     4  0.604122   146   164   128
     4  0.631582   147   165   129
     4  0.659042   148   166   130
     4  0.686502   149   167   131
     4  0.713963   150   168   132
     4  0.741423   151   169   133
     4  0.768883   152   170   134
     4  0.796343   153   171   135
     4  0.823803   154   172   136
     4  0.851263   155   173   137
     4  0.878723   156   174   138
     4  0.906183   157   175   139
     4  0.933643   158   176   140
     4  0.961103   159   177   141
     4  0.988564   160   178   142
     4  1.016024   161   179   143
     4  1.043484   162   180   144
     4  1.070944   163   181   145
     4  1.098404   164   182   146
     4  1.125864   165   183   147
     4  1.153324   166   184   148
     4  1.180784   167   185   149
     4  1.208244   168   186   150
     4  1.235704   169   187   151
     4  1.263165   170   188   152
     4  1.290625   171   189   153
     4  1.318085   172   190   154
     4  1.345545   173   191   155
     4  1.373005   174   192   156
     4  1.400465   175   193   157
     4  1.427925   176   194   158
     4  1.455385   177   195   159
     4  1.482845   178   196   160
     4  1.510305   179   197   161
     4  1.537765   180   198   162
     4  1.565226   181   199   163
     4  1.592686   182   200   164
     4  1.620146   183   201   165
     4  1.647606   184   202   166
     4  1.675066   185   203   167
     4  1.702526   186   204   168
     4  1.729986   187   205   169
     4  1.757446   188   206   170
     4  1.784906   189   207   171
     4  1.812366   190   208   172
     4  1.839827   191   209   173
     4  1.867287   192   210   174
     4  1.894747   193   211   175
     4  1.922207   194   212   176
     4  1.949667   195   213   177
     4  1.977127   196   214   178
     4  2.004587   197   215   179
     4  2.032047   198   216   180
     4  2.059507   199   217   181
     4  2.086967   200   218   182
     4  2.114428   201   219   183
     4  2.141888   202   220   184
     4  2.169348   203   221   185
     4  2.196808   204   222   186
     4  2.224268   205   223   187
     4  2.251728   206   224   188
     4  2.279188   207   225   189
     4  2.306648   208   226   190
     4  2.334108   209   227   191
     4  2.361568   210   228   192
     4  2.389029   211   229   193
     4  2.416489   212   230   194
     4  2.443949   213   231   195
